"key","year","data_type","species","id","emailed","reason_no_email","downloaded","reply_received","undelivered","auto","data_sent","data_available"
355,1994,"experimental","nonhuman",199,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,1988,"experimental","human",18,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,1995,"experimental","human",18,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,1972,"experimental","nonhuman",113,FALSE,"author dead",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,2004,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
360,2006,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
361,2008,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
362,2008,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
363,2011,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
364,2015,"experimental","human",5,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
365,2000,"experimental","nonhuman",274,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
366,2016,"experimental","nonhuman",280,FALSE,"materials available",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
367,1984,"experimental","nonhuman",326,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,2015,"observational","human",138,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
369,2014,"experimental","human",211,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
370,2011,"experimental","nonhuman",178,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,2003,"observational","human",128,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372,2012,"experimental","human",342,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
373,2015,"experimental","human",342,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
374,2015,"experimental","human",342,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
375,2015,"experimental","human",240,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
376,2013,"observational","nonhuman",344,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
377,2010,"experimental","nonhuman",73,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
378,2001,"experimental","nonhuman",202,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
379,2014,"experimental","human",247,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
380,2000,"experimental","nonhuman",235,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
381,1993,"experimental","human",186,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
382,2007,"observational","nonhuman",58,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
383,2017,"experimental","nonhuman",78,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
384,2015,"experimental","nonhuman",81,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
385,1992,"experimental","nonhuman",65,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
386,1994,"experimental","nonhuman",65,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
387,1994,"experimental","nonhuman",65,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
388,1999,"experimental","nonhuman",65,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
389,2006,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
390,2008,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
391,2010,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
392,2011,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
393,2013,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
394,2014,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
395,2014,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
396,2016,"experimental","human",232,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
397,2005,"observational","nonhuman",295,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
398,2012,"observational","nonhuman",295,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
399,1998,"experimental","human",338,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
400,1997,"observational","human",190,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401,2014,"experimental","human",314,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
402,1998,"experimental","nonhuman",300,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
403,2004,"experimental","human",17,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
404,2007,"experimental","human",17,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
405,2004,"experimental","nonhuman",7,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
406,2005,"observational","nonhuman",101,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
