"key","year","type","emailed","downloaded","reply_received","data_sent","data_available","n_results","data_complete","analysis_clear","reproduced","code_available"
331,1964,"nonhuman experimental  ",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
332,2008,"nonhuman experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,3,1,1,1,0
333,2008,"nonhuman experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
334,2014,"human experimental  ",TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
335,1981,"nonhuman experimental  ",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
336,1988,"nonhuman experimental  ",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
337,1997,"nonhuman experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
338,2015,"human observational  ",FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
339,1996,"nonhuman experimental  ",TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
340,1996,"nonhuman observational  ",TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
341,2008,"nonhuman experimental  ",TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
342,2009,"nonhuman observational  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
343,2012,"human experimental  ",TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
344,2008,"nonhuman observational  ",TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
345,2001,"nonhuman experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
346,2004,"human observational  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
347,2005,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
348,2008,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
349,2007,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
350,2010,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
351,2013,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
352,2017,"human experimental  ",TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
353,2017,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
354,1992,"nonhuman experimental  ",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
355,1994,"nonhuman experimental  ",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
356,1988,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
357,1995,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
358,1972,"nonhuman experimental  ",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
359,2004,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
360,2006,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
361,2008,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,4,4,4,3,0
362,2008,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,3,3,3,3,0
363,2011,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
364,2015,"human experimental  ",TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA
365,2000,"nonhuman experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,3,0,0,0,0
366,2016,"nonhuman experimental  ",FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
367,1984,"nonhuman experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
368,2015,"human observational  ",TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA
369,2014,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
370,2011,"nonhuman experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
371,2003,"human observational  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
372,2012,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
373,2015,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,3,3,0,0,1
374,2015,"human experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
375,2015,"human experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
376,2013,"nonhuman observational  ",TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
377,2010,"nonhuman experimental  ",TRUE,FALSE,TRUE,TRUE,TRUE,2,2,2,2,1
378,2001,"nonhuman experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
379,2014,"human experimental  ",TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA
380,2000,"nonhuman experimental  ",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
